2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29720: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39641: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29660: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39291: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39437: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 31093: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 37208: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 33682: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 28387: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29851: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 33423: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 28375: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 30634: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 36766: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29590: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39286: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29725: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39330: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 37214: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 37687: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 33711: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 31139: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 29658: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 30642: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 36769: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 39055: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 37497: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 35927: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 31031: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 37507: 401
2025-08-05 14:40:01 | WARNING | CWReceiver: Error getting data from tag 42149: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 28387: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 29720: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 39291: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 30634: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 28375: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 33682: 401
2025-08-05 14:41:02 | WARNING | CWReceiver: Error getting data from tag 39641: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 29851: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 29660: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 29590: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 39437: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 36766: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 37208: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 31093: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 33423: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 29725: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 39286: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 30642: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 33711: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 29658: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 39330: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 39055: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 36769: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 37687: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 37214: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 31139: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 35927: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 37497: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 31031: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 37507: 401
2025-08-05 14:41:03 | WARNING | CWReceiver: Error getting data from tag 42149: 401
2025-08-05 14:46:04 | WARNING | CWReceiver: Error getting data from tag 29720: 401
2025-08-05 14:46:04 | WARNING | CWReceiver: Error getting data from tag 29660: 401
2025-08-05 14:46:04 | WARNING | CWReceiver: Error getting data from tag 39291: 401
